Date,Time,Hours,day of week,total,Place Eng,Day Time ,Amount of items ,angbutter,plain bread,jam,americano,croissant,caffe latte,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,milk tea,gateau chocolat,pandoro,cheese cake,lemon ade,orange pound,wiener,vanila latte,berry ade,tiramisu,merinque cookies
26/02/2020,11:20:00,11,Wed,18300,Mion-dong,Morning,4,1,,,,,,1,,,,,,,,,,,1,1,,,,
26/02/2020,11:55:00,11,Wed,15300,Hoza-1-dong,Morning,3,1,,,,,,,1,,,,,,,,,,,,1,,,
26/02/2020,12:01:00,12,Wed,23300,Hupyeong-2-dong,Morning,5,2,,,,,,1,,1,,,,,,1,,,,,,,,
26/02/2020,12:34:00,12,Wed,22000,Soyang-dong,Morning,5,,2,,,,,,1,,1,,,,,,,,1,,,,,
26/02/2020,12:48:00,12,Wed,15000,Toege-dong,Morning,3,,1,,,,,1,1,,,,,,,,,,,,,,,
26/02/2020,12:49:00,12,Wed,14500,Hupyeong-3-dong,Morning,3,,,,,1,,,,,,,,,,,,,1,,,1,,
26/02/2020,13:03:00,13,Wed,17800,Hupyeong-3-dong,Afternoon,4,1,1,,,,,,1,1,,,,,,,,,,,,,,
26/02/2020,13:08:00,13,Wed,15300,Yaksamong-dong,Afternoon,3,1,1,,,,,,,,,,,,,,1,,,,,,,
26/02/2020,13:28:00,13,Wed,15800,Hupyeong-2-dong,Afternoon,3,1,,,,,,1,,,,,,,,,,,1,,,,,
26/02/2020,13:38:00,13,Wed,20800,Sinsa U-dong,Afternoon,4,1,,,1,1,,,,,1,,,,,,,,,,,,,
26/02/2020,13:46:00,13,Wed,14500,Hupyeong-3-dong,Afternoon,3,,,,1,,,,1,,,,,,,1,,,,,,,,
26/02/2020,14:29:00,14,Wed,23300,Hupyeong-3-dong,Afternoon,5,1,1,,,,1,1,1,,,,,,,,,,,,,,,
26/02/2020,14:40:00,14,Wed,17100,Sinsa U-dong,Afternoon,3,2,,,,,,,,1,,,,,,,,,,,,,,
26/02/2020,15:49:00,15,Wed,21200,Go-dong,Afternoon,4,4,,,,,,,,,,,,,,,,,,,,,,
26/02/2020,16:13:00,16,Wed,27900,Hoza-2-dong,Evening,6,3,,,,2,,,,,1,,,,,,,,,,,,,
27/02/2020,11:15:00,11,Thur,23300,Toege-dong,Morning,5,1,1,,,2,,,,,,,,,,,1,,,,,,,
27/02/2020,11:23:00,11,Thur,23800,Hoza-2-dong,Morning,5,1,,,2,,,1,,,,,,,,,,,1,,,,,
27/02/2020,11:24:00,11,Thur,15300,Go-dong,Morning,3,1,,,,,,1,1,,,,,,,,,,,,,,,
27/02/2020,11:25:00,11,Thur,23100,Hupyeong-1-dong,Morning,5,2,,,,1,,,,1,,,,,,,,,1,,,,,
27/02/2020,11:26:00,11,Thur,20900,Toege-dong,Morning,4,2,,,,,,1,,,,,,,1,,,,,,,,,
27/02/2020,12:04:00,12,Thur,14800,Hupyeong-3-dong,Morning,3,,,,,,,2,,,,,,,1,,,,,,,,,
27/02/2020,12:20:00,12,Thur,19800,Hupyeong-1-dong,Morning,4,1,1,,,,,1,,,,,,,,,1,,,,,,,
27/02/2020,14:22:00,14,Thur,22000,Hupyeong-2-dong,Afternoon,5,,1,,1,,1,,,1,,,,,,,,,1,,,,,
27/02/2020,15:45:00,15,Thur,15100,Go-dong,Afternoon,3,2,1,,,,,,,,,,,,,,,,,,,,,
27/02/2020,15:47:00,15,Thur,19600,Soyang-dong,Afternoon,4,2,,,,,,,,1,,,,,,,,,1,,,,,
28/02/2020,11:02:00,11,Fri,33800,Sinsa U-dong,Morning,7,1,1,,1,,1,,2,,,,,,,,1,,,,,,,
28/02/2020,11:09:00,11,Fri,25100,Mion-dong,Morning,6,2,,,,,,1,1,,,,,,,,,,,2,,,,
28/02/2020,11:09:00,11,Fri,23100,Toege-dong,Morning,5,2,1,,,1,,,,1,,,,,,,,,,,,,,
28/02/2020,11:13:00,11,Fri,20100,Soyang-dong,Morning,4,2,,,,,,,1,,,,,,,1,,,,,,,,
28/02/2020,11:52:00,11,Fri,16500,Hupyeong-2-dong,Morning,5,,2,2,,,,,,,,,,,,,,,,,1,,,
28/02/2020,11:54:00,11,Fri,14800,Mion-dong,Morning,3,1,1,,,,,,,,,,,,,,,,,,1,,,
28/02/2020,12:04:00,12,Fri,20300,Hupyeong-3-dong,Morning,5,1,1,1,,,,1,1,,,,,,,,,,,,,,,
28/02/2020,12:10:00,12,Fri,24500,Namion-dong,Morning,6,,1,,3,,,,,1,,,,,,,,,,1,,,,
28/02/2020,12:28:00,12,Fri,51100,Hupyeong-1-dong,Morning,11,2,,,1,,,,,,,,,,,,,,2,,4,1,,1
28/02/2020,12:57:00,12,Fri,19600,Hupyeong-2-dong,Morning,4,2,1,,,,,1,,,,,,,,,,,,,,,,
28/02/2020,13:26:00,13,Fri,18000,Hupyeong-2-dong,Afternoon,4,,,,,2,,,,,2,,,,,,,,,,,,,
28/02/2020,13:36:00,13,Fri,16100,Hupyeong-1-dong,Afternoon,3,2,,,,,,,,,,,,,,,,,1,,,,,
28/02/2020,15:50:00,15,Fri,17800,Hupyeong-3-dong,Afternoon,4,1,,,,,,,,,,,,1,,,,,,1,,,,1
28/02/2020,16:33:00,16,Fri,15600,Mion-dong,Evening,3,1,,,,,,,,,,,,,1,,1,,,,,,,
28/02/2020,16:58:00,16,Fri,20600,Hupyeong-1-dong,Evening,4,2,,,,,,,,,,,,,,,,,2,,,,,
29/02/2020,11:03:00,11,Sat,20600,Hupyeong-2-dong,Morning,4,2,,,,,,1,,,,,,,,,,,1,,,,,
29/02/2020,11:09:00,11,Sat,17300,Hupyeong-2-dong,Morning,4,1,,,,,,,,1,,,,1,,,,,,1,,,,
29/02/2020,11:14:00,11,Sat,16100,Hupyeong-1-dong,Morning,3,2,,,,,,,,,,,,,,,,,1,,,,,
29/02/2020,11:35:00,11,Sat,16300,Toege-dong,Morning,3,1,,,1,,,,,,,,,,,1,,,,,,,,
29/02/2020,12:44:00,12,Sat,23600,Hupyeong-2-dong,Morning,5,2,,,3,,,,,,,,,,,,,,,,,,,
29/02/2020,12:48:00,12,Sat,19000,Hupyeong-3-dong,Morning,4,,1,,,,1,,,,1,,,,,,,,,,1,,,
29/02/2020,12:49:00,12,Sat,18500,Hoza-1-dong,Morning,4,,1,,,,,,1,,1,,,,,1,,,,,,,,
29/02/2020,12:52:00,12,Sat,21300,Hupyeong-3-dong,Morning,5,2,1,,,1,,,,1,,,,,,,,,,,,,,
29/02/2020,12:54:00,12,Sat,21800,Mion-dong,Morning,5,1,2,,,1,,1,,,,,,,,,,,,,,,,
29/02/2020,14:23:00,14,Sat,22800,Mion-dong,Afternoon,5,2,,1,,1,,,,1,,,,,,,,,,,,,,
29/02/2020,14:25:00,14,Sat,15300,Hupyeong-3-dong,Afternoon,3,1,,,,,,,1,,,,,,,1,,,,,,,,
29/02/2020,14:55:00,14,Sat,18000,Go-dong,Afternoon,4,,1,,,,,,,1,,,,1,,1,,,,,,,,
29/02/2020,15:34:00,15,Sat,19300,Hupyeong-2-dong,Afternoon,4,1,,,2,,,,,,1,,,,,,,,,,,,,
29/02/2020,16:31:00,16,Sat,23600,Hupyeong-3-dong,Evening,5,1,,,2,,,,,,,,,,1,,1,,,,,,,
01/03/2020,11:06:00,11,Sun,34100,Mion-dong,Morning,7,2,,,,,,1,,,,,,1,,,,,2,,1,,,
01/03/2020,11:06:00,11,Sun,29800,Mion-dong,Morning,7,1,1,,,1,3,,,,,,,,,,,,,1,,,,
01/03/2020,11:14:00,11,Sun,23800,Mion-dong,Morning,5,1,,,2,,,1,,,1,,,,,,,,,,,,,
01/03/2020,11:18:00,11,Sun,21100,Seoksa-dong,Morning,4,2,,,1,,1,,,,,,,,,,,,,,,,,
01/03/2020,11:26:00,11,Sun,14000,Soyang-dong,Morning,3,,1,,,,,,1,,,,,,,,,,1,,,,,
01/03/2020,11:47:00,11,Sun,41800,Hoza-2-dong,Morning,9,1,,,,,,2,2,,,,,,,1,,,1,,1,1,,
01/03/2020,12:13:00,12,Sun,14800,Hupyeong-2-dong,Morning,3,1,1,,,,,,,,,,,,,,,,1,,,,,
01/03/2020,12:19:00,12,Sun,20800,Hoza-3-dong,Morning,5,1,1,1,,,,,,,1,,,,,1,,,,,,,,
01/03/2020,12:45:00,12,Sun,22300,Hupyeong-1-dong,Morning,5,1,1,,1,1,,1,,,,,,,,,,,,,,,,
01/03/2020,13:10:00,13,Sun,33400,Toege-dong,Afternoon,7,3,,,,,,,,2,,,,,,,,,2,,,,,
01/03/2020,13:23:00,13,Sun,16300,Sinsa U-dong,Afternoon,3,1,1,,,,,,1,,,,,,,,,,,,,,,
01/03/2020,13:32:00,13,Sun,24800,Seoksa-dong,Afternoon,5,1,1,,,,,1,,,,,,,,1,,,1,,,,,
01/03/2020,14:17:00,14,Sun,20800,Mion-dong,Afternoon,4,1,,,,,,,,,,,,,,,1,,,,2,,,
01/03/2020,14:19:00,14,Sun,23500,Hupyeong-1-dong,Afternoon,5,,1,,,,1,1,,,,,,,,,,,1,,1,,,
01/03/2020,14:27:00,14,Sun,27300,Hupyeong-3-dong,Afternoon,6,1,,,2,1,,,,,,,,,,,1,,,,,,,1
01/03/2020,14:57:00,14,Sun,14500,Hupyeong-2-dong,Afternoon,3,,,,2,,,1,,,,,,,,,,,,,,,,
01/03/2020,15:16:00,15,Sun,20300,Hoza-1-dong,Afternoon,5,1,,,,1,,,,,,,,,1,,,,1,1,,,,
02/03/2020,12:26:00,12,Mon,31400,Mion-dong,Morning,7,3,3,,,,,,,,,,,,,1,,,,,,,,
02/03/2020,12:28:00,12,Mon,14800,Hoza-2-dong,Morning,3,1,1,,,,,1,,,,,,,,,,,,,,,,
02/03/2020,12:51:00,12,Mon,27800,Seoksa-dong,Morning,6,2,2,,,,,,,,,,,1,,,,,1,,,,,
02/03/2020,13:00:00,13,Mon,20000,Sinsa U-dong,Afternoon,4,,1,,,,,2,,1,,,,,,,,,,,,,,
02/03/2020,13:00:00,13,Mon,18300,Mion-dong,Afternoon,4,1,1,,,,,1,,1,,,,,,,,,,,,,,
02/03/2020,13:00:00,13,Mon,15800,Seoksa-dong,Afternoon,3,1,1,,,,,,,,,,,,,,,,1,,,,,
02/03/2020,13:32:00,13,Mon,33600,Toege-dong,Afternoon,8,2,2,,,4,,,,,,,,,,,,,,,,,,
02/03/2020,13:41:00,13,Mon,20300,Soyang-dong,Afternoon,6,1,1,2,,2,,,,,,,,,,,,,,,,,,
02/03/2020,14:00:00,14,Mon,15300,Hupyeong-3-dong,Afternoon,3,1,,,1,,,1,,,,,,,,,,,,,,,,
02/03/2020,14:02:00,14,Mon,21600,Seoksa-dong,Afternoon,4,2,,,,,,2,,,,,,,,,,,,,,,,
02/03/2020,14:35:00,14,Mon,19000,Seoksa-dong,Afternoon,4,,,,,1,1,,,1,,,,,,1,,,,,,,,
02/03/2020,16:40:00,16,Mon,16300,Hupyeong-2-dong,Evening,3,1,,,,,,,,,,,,,,,1,,1,,,,,
02/03/2020,17:05:00,17,Mon,18800,Toege-dong,Evening,4,,,,,,,,,,,,,,1,,1,1,,1,,,,
05/03/2020,11:03:00,11,Thur,14800,Mion-dong,Morning,3,1,1,,,,,1,,,,,,,,,,,,,,,,
05/03/2020,11:36:00,11,Thur,37100,Mion-dong,Morning,8,3,1,,,,1,2,,,,,,,,1,,,,,,,,
05/03/2020,11:39:00,11,Thur,15500,Seoksa-dong,Morning,3,,,,,,,1,2,,,,,,,,,,,,,,,
05/03/2020,12:00:00,12,Thur,24300,Soyang-dong,Morning,6,1,2,,,2,,,,1,,,,,,,,,,,,,,
05/03/2020,12:00:00,12,Thur,20500,Hupyeong-2-dong,Morning,6,,2,2,1,,,,,,,,,,,,,,,,1,,,
05/03/2020,12:11:00,12,Thur,17800,Mion-dong,Morning,4,1,1,,1,,,,,1,,,,,,,,,,,,,,
05/03/2020,12:17:00,12,Thur,14800,Hupyeong-1-dong,Morning,3,1,1,,,,,1,,,,,,,,,,,,,,,,
05/03/2020,12:28:00,12,Thur,18000,Mion-dong,Morning,4,,1,,,,,1,,1,1,,,,,,,,,,,,,
05/03/2020,13:33:00,13,Thur,17600,Sinsa U-dong,Afternoon,3,2,,,1,,,,,,,,,,,,,,,,,,,
05/03/2020,13:36:00,13,Thur,25700,Soyang-dong,Afternoon,5,4,,,,,,,,,,,,,,,,,1,,,,,
05/03/2020,13:39:00,13,Thur,18500,Hupyeong-1-dong,Afternoon,4,,1,,1,,,1,,,1,,,,,,,,,,,,,
05/03/2020,13:40:00,13,Thur,16400,Soyang-dong,Afternoon,3,3,,,,,,,,,,,,,,,,,,,,,,
05/03/2020,13:46:00,13,Thur,16300,Hupyeong-3-dong,Afternoon,4,1,1,1,,,,1,,,,,,,,,,,,,,,,
05/03/2020,13:48:00,13,Thur,27800,Mion-dong,Afternoon,6,1,,,1,,1,1,,1,,,,,,,,,,,,1,,
05/03/2020,14:20:00,14,Thur,15600,Go-dong,Afternoon,3,2,,,1,,,,,,,,,,,,,,,,,,,
05/03/2020,14:26:00,14,Thur,14300,Hupyeong-3-dong,Afternoon,3,1,,,,1,,,1,,,,,,,,,,,,,,,
05/03/2020,14:49:00,14,Thur,20800,Toege-dong,Afternoon,4,1,,,,,1,,1,,,,,,,,,,1,,,,,
05/03/2020,14:50:00,14,Thur,17400,Toege-dong,Afternoon,3,3,,,,,,,,,,,,,,,,,,,,,,
05/03/2020,15:03:00,15,Thur,17300,Hupyeong-2-dong,Afternoon,4,1,,,,1,1,,,,,,,,,,,,,1,,,,
05/03/2020,15:26:00,15,Thur,15100,Hupyeong-2-dong,Afternoon,3,2,,,,1,,,,,,,,,,,,,,,,,,
05/03/2020,15:29:00,15,Thur,15300,Go-dong,Afternoon,3,1,,,,,,,1,,,,,,,,,,1,,,,,
05/03/2020,15:56:00,15,Thur,20600,Mion-dong,Afternoon,4,2,,,,,,,,,,,,,,,,,2,,,,,
06/03/2020,11:07:00,11,Fri,19800,Seoksa-dong,Morning,4,1,1,,,,1,,1,,,,,,,,,,,,,,,
06/03/2020,11:53:00,11,Fri,17500,Hupyeong-2-dong,Morning,4,1,,,,1,,1,,1,,,,,,,,,,,,,,
06/03/2020,12:02:00,12,Fri,16800,Seoksa-dong,Morning,3,1,,,,,,1,,,,,,,,,,,1,,,,,
06/03/2020,12:15:00,12,Fri,18500,Toege-dong,Morning,4,,1,,,,,,1,1,,,,,,,,,,,1,,,
06/03/2020,12:21:00,12,Fri,16300,Soyang-dong,Morning,3,1,,,,,,,,,,,,1,,,1,,,,,,,
06/03/2020,12:22:00,12,Fri,22800,Hupyeong-1-dong,Morning,5,1,1,,,1,1,,,,,,,,,,,,,,1,,,
06/03/2020,12:22:00,12,Fri,14800,Hupyeong-2-dong,Morning,3,1,,,,1,,1,,,,,,,,,,,,,,,,
06/03/2020,12:24:00,12,Fri,25600,Hupyeong-3-dong,Morning,6,2,2,,,1,,,,1,,,,,,,,,,,,,,
06/03/2020,12:27:00,12,Fri,18300,Hupyeong-3-dong,Morning,4,1,1,,,1,,,,,,,,,,,,1,,,,,,
06/03/2020,13:12:00,13,Fri,27000,Mion-dong,Afternoon,10,,1,5,,4,,,,,,,,,,,,,,,,,,
06/03/2020,13:21:00,13,Fri,20600,Hupyeong-3-dong,Afternoon,4,2,,,,,,,,,,,,1,,,,,,,1,,,
06/03/2020,13:24:00,13,Fri,21100,Toege-dong,Afternoon,4,2,,,1,,,,,,,,,,,,,,1,,,,,
06/03/2020,13:44:00,13,Fri,15800,Hupyeong-1-dong,Afternoon,3,1,,,,,,1,,,,,,,,,,,,,1,,,
06/03/2020,14:00:00,14,Fri,15800,Seoksa-dong,Afternoon,3,1,1,,,,,,,,,,,,,1,,,,,,,,
06/03/2020,14:05:00,14,Fri,16300,Hupyeong-2-dong,Afternoon,3,1,,,,,1,,,,,,,,,,1,,,,,,,
06/03/2020,14:34:00,14,Fri,18800,Soyang-dong,Afternoon,4,1,,,1,1,,,,,,,,,,1,,,,,,,,
07/03/2020,11:16:00,11,Sat,14800,Hoza-2-dong,Morning,3,1,,,,,,,,1,,,,,,,,,1,,,,,
07/03/2020,11:29:00,11,Sat,20800,Mion-dong,Morning,5,1,1,,,1,,1,,,,,,,,,,,,1,,,,
07/03/2020,12:00:00,12,Sat,19300,Toege-dong,Morning,4,1,2,,,,,,,,,,,,,1,,,,,,,,
07/03/2020,12:02:00,12,Sat,17300,Namion-dong,Morning,4,1,1,1,,,,1,,,,,,,,,,,,,,,,
07/03/2020,12:39:00,12,Sat,17500,Mion-dong,Morning,4,,1,,,,1,,1,1,,,,,,,,,,,,,,
07/03/2020,12:58:00,12,Sat,23000,Seoksa-dong,Morning,5,,1,,,1,,1,1,,,,,,,1,,,,,,,,
07/03/2020,12:59:00,12,Sat,18300,Hupyeong-2-dong,Morning,4,1,2,,,,,,,,,,,,,1,,,,,,,,
07/03/2020,12:59:00,12,Sat,14800,Mion-dong,Morning,3,1,1,,,,1,,,,,,,,,,,,,,,,,
07/03/2020,13:07:00,13,Sat,19500,Hupyeong-2-dong,Afternoon,4,,,,,,2,,1,,,,,,,1,,,,,,,,
07/03/2020,13:17:00,13,Sat,15500,Hupyeong-1-dong,Afternoon,3,,,,,,1,,,,,,,,,,,,1,,1,,,
07/03/2020,13:20:00,13,Sat,19600,Hupyeong-2-dong,Afternoon,4,2,,,2,,,,,,,,,,,,,,,,,,,
07/03/2020,13:53:00,13,Sat,28100,Hupyeong-3-dong,Afternoon,6,1,,,1,,,,,,,,,1,1,1,,,,,,1,,
07/03/2020,14:20:00,14,Sat,19800,Hupyeong-2-dong,Afternoon,4,1,,,,,,1,1,,,,,,,,,,,,1,,,
07/03/2020,14:40:00,14,Sat,14000,Hoza-2-dong,Afternoon,3,,,,1,1,,1,,,,,,,,,,,,,,,,
07/03/2020,14:54:00,14,Sat,15600,Yaksamong-dong,Afternoon,3,3,,,,,,,,,,,,,,,,,,,,,,
07/03/2020,14:56:00,14,Sat,16800,Toege-dong,Afternoon,3,1,,,,1,,1,,,,,,,,,,,,,,,,
08/03/2020,11:09:00,11,Sun,14800,Hoza-2-dong,Morning,3,1,1,,,,,1,,,,,,,,,,,,,,,,
08/03/2020,11:19:00,11,Sun,19000,Hupyeong-2-dong,Morning,5,,1,1,,1,,,1,,,,,1,,,,,,,,,,
08/03/2020,11:38:00,11,Sun,16800,Hupyeong-2-dong,Morning,4,1,1,1,,,,,,,,,,,,,1,,,,,,,
08/03/2020,12:03:00,12,Sun,29100,Sinsa U-dong,Morning,6,2,1,,,1,,1,1,,,,,,,,,,,,,,,
08/03/2020,12:03:00,12,Sun,19600,Hupyeong-2-dong,Morning,4,2,1,,,,,1,,,,,,,,,,,,,,,,
08/03/2020,12:13:00,12,Sun,15000,Hupyeong-2-dong,Morning,3,,1,,,,,,,,,,,,,1,1,,,,,,,
08/03/2020,12:28:00,12,Sun,32800,Mion-dong,Morning,6,1,,,1,1,,1,,,,,,,,,,1,,,1,,,
08/03/2020,12:50:00,12,Sun,14300,Hoza-1-dong,Morning,3,1,1,,,,,,1,,,,,,,,,,,,,,,
08/03/2020,12:52:00,12,Sun,21300,Mion-dong,Morning,5,1,1,,,,,,1,,,,,1,,,,,,1,,,,
08/03/2020,13:26:00,13,Sun,20300,Gangnam-dong,Afternoon,4,1,,,,1,1,,,,,,,,,,,,1,,,,,
08/03/2020,13:34:00,13,Sun,18000,Sinsa U-dong,Afternoon,4,,,,,,,,,,2,,,,,,,,,2,,,,
08/03/2020,13:44:00,13,Sun,19600,Go-dong,Afternoon,3,1,1,,,,,1,,,,,,,,,,,,,,,,
08/03/2020,13:48:00,13,Sun,18500,Hoza-1-dong,Afternoon,4,,,,,,,1,,2,,,,,,,1,,,,,,,
08/03/2020,14:07:00,14,Sun,22300,Hoza-1-dong,Afternoon,5,1,1,,1,,,,,1,,,,,,,,,1,,,,,
08/03/2020,15:18:00,15,Sun,25400,Hoza-2-dong,Afternoon,5,3,,,,,,,,,1,,,,,,,,,,1,,,
08/03/2020,15:23:00,15,Sun,16100,Mion-dong,Afternoon,3,2,,,,,,,,,,,,,,,,,,,1,,,
08/03/2020,15:35:00,15,Sun,18300,Mion-dong,Afternoon,4,1,2,,,,,,,,,,,,,,,,1,,,,,
08/03/2020,16:19:00,16,Sun,14800,Yaksamong-dong,Evening,3,3,,,,,,,,,,,,,,,,,,,,,,
09/03/2020,11:23:00,11,Mon,21300,Hupyeong-2-dong,Morning,5,1,1,,1,,,,,2,,,,,,,,,,,,,,
09/03/2020,11:42:00,11,Mon,14800,Hupyeong-1-dong,Morning,3,1,,,,1,,1,,,,,,,,,,,,,,,,
09/03/2020,12:16:00,12,Mon,20500,Toege-dong,Morning,4,1,,,,,,,,,,,,,,,,,2,,1,,,
09/03/2020,12:24:00,12,Mon,16000,Hupyeong-3-dong,Morning,4,,1,1,,,,1,,,,,,,,,,,,,1,,,
09/03/2020,12:47:00,12,Mon,15600,Mion-dong,Morning,3,2,,,1,,,,,,,,,,,,,,,,,,,
09/03/2020,12:50:00,12,Mon,19000,Mion-dong,Morning,4,,1,,,,,1,,,,,,,,2,,,,,,,,
09/03/2020,13:20:00,13,Mon,18800,Hupyeong-3-dong,Afternoon,4,1,1,,,,,,1,,,,,,,1,,,,,,,,
09/03/2020,14:05:00,14,Mon,18000,Soyang-dong,Afternoon,4,,1,,,,,2,,1,,,,,,,,,,,,,,
11/03/2020,11:10:00,11,Wed,28600,Mion-dong,Morning,6,2,1,,,,1,,,,,,,,,1,,,,,1,,,
11/03/2020,11:24:00,11,Wed,24300,Mion-dong,Morning,6,1,1,,,1,,,,1,,,,1,,,,,,1,,,,
11/03/2020,11:51:00,11,Wed,16000,Toege-dong,Morning,3,1,,,,,,1,,,1,,,,,,,,,,,,,
11/03/2020,11:57:00,11,Wed,27100,Mion-dong,Morning,6,2,1,,,1,,1,1,,,,,,,,,,,,,,,
11/03/2020,12:05:00,12,Wed,26100,Myunwha-dong,Morning,6,3,1,1,,,,,,,,,,,,1,,,,,,,,
11/03/2020,13:03:00,13,Wed,16100,Mion-dong,Afternoon,3,2,,,,,,,,,,,,,,,,,,,,1,,
11/03/2020,13:14:00,13,Wed,22100,Yaksamong-dong,Afternoon,5,2,2,,,1,,,,,,,,,,,,,,,,,,
11/03/2020,13:17:00,13,Wed,25300,Myunwha-dong,Afternoon,6,1,1,,,3,,,,1,,,,,,,,,,,,,,
11/03/2020,13:21:00,13,Wed,19000,Hupyeong-3-dong,Afternoon,4,,,,,,,,,1,,,,,,3,,,,,,,,
12/03/2020,11:03:00,11,Thur,22800,Gangnam-dong,Morning,5,1,,,,1,1,,,2,,,,,,,,,,,,,,
12/03/2020,11:20:00,11,Thur,34100,Toege-dong,Morning,7,2,1,,,,,2,,,,,,,,1,,,1,,,,,
12/03/2020,11:31:00,11,Thur,18000,Mion-dong,Morning,4,,1,,,,,1,,1,,,,,,,,,1,,,,,
12/03/2020,11:42:00,11,Thur,27800,Soyang-dong,Morning,6,1,1,,1,,,,,,,,,,,,,,1,,2,,,
12/03/2020,11:45:00,11,Thur,17300,Soyang-dong,Morning,4,1,1,,,1,,,,1,,,,,,,,,,,,,,
12/03/2020,12:23:00,12,Thur,20800,Joun-dong,Morning,5,1,,,,1,1,,,1,,,,,,,,,,1,,,,
12/03/2020,13:34:00,13,Thur,25100,Seoksa-dong,Afternoon,5,2,1,,,,,2,,,,,,,,,,,,,,,,
12/03/2020,13:56:00,13,Thur,47000,Hupyeong-1-dong,Afternoon,11,7,2,1,,,,,,,,,,,,,,,1,,,,,
12/03/2020,14:32:00,14,Thur,16100,Seoksa-dong,Afternoon,3,1,,,,,,1,,,,,,,1,,,,,,,,,
12/03/2020,15:17:00,15,Thur,22800,Mion-dong,Afternoon,5,1,,,,,1,1,,,,,,,,,,,1,1,,,,
13/03/2020,11:46:00,11,Fri,23800,Seoksa-dong,Morning,5,1,,,,1,,1,,1,,,,,,,,,1,,,,,
13/03/2020,12:14:00,12,Fri,21600,Namion-dong,Morning,4,2,,,,,,2,,,,,,,,,,,,,,,,
13/03/2020,12:25:00,12,Fri,14800,Mion-dong,Morning,3,1,,,,,,,,1,,,,1,,,,,,,,,,
13/03/2020,12:30:00,12,Fri,14800,Hupyeong-3-dong,Morning,3,1,1,,,,,1,,,,,,,,,,,,,,,,
13/03/2020,12:35:00,12,Fri,18800,Hupyeong-1-dong,Morning,4,,1,,,,,1,,,,,,,1,,1,,,,,,,
13/03/2020,12:37:00,12,Fri,25100,Seoksa-dong,Morning,5,2,,,,1,,1,,,,,,,,,,,1,,,,,
13/03/2020,13:43:00,13,Fri,15300,Soyang-dong,Afternoon,3,2,,,,,,,,,,,,,,,,,1,,,,,
13/03/2020,13:48:00,13,Fri,15300,Hupyeong-3-dong,Afternoon,3,1,,,1,,,1,,,,,,,,,,,,,,,,
13/03/2020,14:37:00,14,Fri,22800,Toege-dong,Afternoon,5,1,,,,3,,,,,,,,,,,,,1,,,,,
13/03/2020,15:49:00,15,Fri,15100,Mion-dong,Afternoon,3,1,,,,,,,,,,,,,1,,,,,,1,,,
13/03/2020,15:58:00,15,Fri,19600,Joun-dong,Afternoon,4,2,,,,1,,,,,,,,,,,,,1,,,,,
13/03/2020,16:25:00,16,Fri,17100,Myunwha-dong,Evening,3,2,,,,,,,,,,,,,,,,,1,,,,,
14/03/2020,11:03:00,11,Sat,15100,Mion-dong,Morning,3,1,,,,,,1,,,,,,,1,,,,,,,,,
14/03/2020,11:11:00,11,Sat,28300,Seoksa-dong,Morning,6,1,,,,,,2,,,,,,,,2,,,,1,,,,
14/03/2020,11:29:00,11,Sat,15300,Hupyeong-2-dong,Morning,4,1,,,,,,,,1,,,,,,,,,,2,,,,
14/03/2020,11:45:00,11,Sat,18000,Toege-dong,Morning,4,1,,,,,,,1,,,,,,,1,,,,1,,,,
14/03/2020,12:22:00,12,Sat,19000,Toege-dong,Morning,4,,2,,,,,1,,,1,,,,,,,,,,,,,
14/03/2020,12:57:00,12,Sat,17500,Mion-dong,Morning,4,,1,,,,,1,1,1,,,,,,,,,,,,,,
14/03/2020,13:05:00,13,Sat,14500,Hupyeong-2-dong,Afternoon,3,,1,,,,1,,,,,,,,,,,,1,,,,,
14/03/2020,13:49:00,13,Sat,15800,Hupyeong-1-dong,Afternoon,4,1,1,1,1,,,,,,,,,,,,,,,,,,,
14/03/2020,13:52:00,13,Sat,21800,Hupyeong-2-dong,Afternoon,5,1,1,,,1,,1,,1,,,,,,,,,,,,,,
14/03/2020,14:11:00,14,Sat,15300,Hoza-3-dong,Afternoon,3,1,,,1,,,,,,,,,,,,,,,,,1,,
14/03/2020,14:36:00,14,Sat,16100,Hupyeong-3-dong,Afternoon,3,2,,,,,,,,,,,,,,,,,1,,,,,
14/03/2020,14:47:00,14,Sat,15800,Mion-dong,Afternoon,3,1,,,,,,,,,,,,,,,,,2,,,,,
15/03/2020,11:13:00,11,Sun,19300,Hoza-1-dong,Morning,4,1,1,,,,,1,,,,,,,,,,,1,,,,,
15/03/2020,11:19:00,11,Sun,14300,Hoza-1-dong,Morning,3,1,,,,,,,1,1,,,,,,,,,,,,,,
15/03/2020,11:40:00,11,Sun,18600,Hupyeong-2-dong,Morning,4,1,,,,,,,,1,,,,,1,1,,,,,,,,
15/03/2020,12:03:00,12,Sun,20500,Mion-dong,Morning,5,,2,,,2,,1,,,,,,,,,,,,,,,,
15/03/2020,12:35:00,12,Sun,15600,Hoza-2-dong,Morning,3,2,,,,,,,1,,,,,,,,,,,,,,,
15/03/2020,13:02:00,13,Sun,15000,Hupyeong-2-dong,Afternoon,3,,,,,,,1,1,,,,,1,,,,,,,,,,
